LSOA code (2011),Index of Multiple Deprivation ,Income Decile ,Employment Decile ,"Education, Skills and Training Decile ",Health Deprivation and Disability Decile ,Crime Decile ,Barriers to Housing and Services Decile ,Living Environment Decile 
E01003262,5,5,6,9,6,4,2,2
E01003263,3,3,3,5,4,3,2,4
E01003264,4,3,3,5,4,5,2,4
E01003265,3,2,3,4,5,4,2,3
E01003266,2,2,2,3,3,6,1,5
E01003267,2,2,2,4,4,4,1,4
E01003268,4,4,4,7,6,4,3,2
E01003269,3,3,4,6,5,5,1,4
E01003270,7,7,8,8,9,7,3,3
E01003271,8,9,9,8,9,6,4,4
E01003272,5,5,6,10,7,5,2,1
E01003273,6,5,8,7,8,5,2,2
E01003274,6,5,6,9,6,5,3,3
E01003275,3,2,3,6,4,7,1,5
E01003276,5,4,5,9,6,3,3,2
E01003277,4,4,5,9,4,4,2,3
E01003278,4,3,5,7,4,3,3,2
E01003279,6,6,7,10,6,5,4,2
E01003280,3,3,3,4,4,6,2,4
E01003281,6,6,6,9,6,3,3,3
E01003282,4,4,5,5,5,4,2,3
E01003283,7,8,9,10,9,5,4,1
E01003284,5,5,6,6,7,5,3,2
E01003285,7,6,9,7,9,4,4,3
E01003286,3,2,3,6,3,3,2,4
E01003287,7,7,7,10,8,6,5,2
E01003288,3,2,4,6,4,3,1,2
E01003290,1,1,2,6,1,2,1,3
E01003291,1,1,1,4,2,3,2,4
E01003292,5,5,7,8,5,2,3,2
E01003293,3,4,4,6,5,3,2,1
E01003295,3,3,4,6,4,6,2,1
E01003296,3,5,7,6,6,1,1,1
E01003297,3,5,7,6,2,4,1,2
E01003298,3,2,3,7,5,4,1,4
E01003299,3,3,3,7,4,2,2,1
E01003300,2,2,2,5,4,5,1,4
E01003301,4,4,7,7,5,2,1,2
E01003302,3,2,4,6,4,2,1,4
E01003303,2,2,3,6,3,1,1,2
E01003304,2,2,4,5,5,1,1,1
E01003305,2,1,2,6,2,2,1,2
E01003307,5,4,5,8,7,5,3,2
E01003308,4,4,4,7,6,4,3,2
E01003309,3,2,4,4,5,2,2,4
E01003310,3,3,3,7,4,2,2,3
E01003311,6,6,6,8,8,4,4,1
E01003312,6,6,6,8,6,5,3,3
E01003313,2,2,3,4,5,2,1,4
E01003314,6,5,6,9,7,5,4,2
E01003315,3,3,5,7,3,3,3,1
E01003316,6,5,8,9,6,4,4,1
E01003317,3,4,5,8,6,2,1,1
E01003318,1,2,1,6,2,1,1,1
E01003319,3,3,3,4,5,2,2,2
E01003320,2,2,3,6,3,3,1,3
E01003321,3,3,2,6,3,3,2,2
E01003322,4,4,4,7,4,7,3,1
E01003323,2,3,2,6,3,3,2,1
E01003324,2,2,3,5,4,1,1,1
E01003325,2,3,3,5,3,2,2,1
E01003326,3,3,4,7,3,4,3,1
E01003327,6,6,7,8,7,5,3,2
E01003328,4,3,4,8,5,4,1,3
E01003329,5,5,6,7,6,3,3,3
E01003330,2,2,3,5,6,3,1,3
E01003331,3,3,3,7,4,4,2,4
E01003332,3,3,4,6,3,3,1,5
E01003333,4,4,5,4,6,4,3,1
E01003334,3,3,3,6,4,3,2,3
E01003335,2,2,3,5,4,2,2,4
E01003336,2,1,2,5,4,5,2,4
E01003337,2,2,2,3,4,7,2,4
E01003338,2,2,3,4,4,1,1,3
E01003339,4,4,4,8,5,2,2,2
E01003340,5,6,7,9,8,3,2,1
E01003341,5,5,6,10,6,4,3,1
E01003342,5,5,6,7,4,7,2,2
E01003343,4,4,5,7,7,5,2,2
E01003344,5,4,5,9,7,6,3,2
E01003345,6,5,7,7,6,7,3,3
E01003346,2,2,3,4,6,2,1,2
E01003347,1,1,1,4,3,4,1,6
E01003348,4,4,5,5,6,2,2,3
E01003349,3,2,3,3,3,7,1,4
E01003350,2,2,2,4,4,4,1,4
E01003351,2,2,3,3,3,4,1,1
E01003352,3,2,3,4,5,3,1,5
E01003353,4,4,6,6,6,4,3,2
E01003354,4,4,5,8,6,5,1,2
E01032564,2,1,2,4,3,3,1,3
E01032565,2,2,2,3,3,4,1,3
E01032579,2,2,3,6,3,1,1,3
E01033320,4,4,4,8,6,5,2,2
E01033322,4,5,6,8,5,7,1,1
E01033324,3,3,3,6,4,2,2,1
E01033325,5,9,10,8,6,8,1,1
E01033327,2,4,4,8,4,1,2,1
E01033341,3,3,4,6,4,2,2,1
E01003355,8,9,10,10,8,7,7,2
E01003356,9,9,9,10,10,9,7,3
E01003357,3,2,3,5,4,6,4,4
E01003358,10,10,10,10,9,7,7,4
E01003359,6,4,7,9,6,6,6,2
E01003360,9,9,10,10,9,5,7,3
E01003361,8,6,8,9,8,9,6,4
E01003362,9,8,9,9,9,8,6,4
E01003363,9,9,10,9,10,6,6,6
E01003364,9,8,9,9,9,10,4,5
E01003365,9,7,9,9,10,7,7,5
E01003366,5,5,6,5,6,4,5,2
E01003367,6,7,10,10,8,4,4,1
E01003368,6,5,7,8,7,5,3,3
E01003369,7,7,9,9,6,8,6,1
E01003370,7,6,9,9,6,5,5,2
E01003371,7,6,7,9,7,5,6,3
E01003372,4,3,3,5,5,3,3,3
E01003373,3,2,2,3,3,6,2,6
E01003374,3,2,3,3,4,3,3,3
E01003375,5,5,7,6,6,4,3,2
E01003376,4,3,3,4,4,5,4,4
E01003377,3,2,3,3,4,6,2,6
E01003378,5,4,6,7,6,5,5,2
E01003379,3,2,4,4,3,3,2,2
E01003380,10,10,10,10,9,8,6,3
E01003381,9,9,10,10,8,9,6,2
E01003382,9,8,10,10,9,8,5,2
E01003383,9,10,10,10,10,5,6,3
E01003384,9,9,10,10,8,5,7,3
E01003385,10,10,10,10,10,9,8,3
E01003386,6,5,7,6,9,4,3,4
E01003387,3,3,3,4,6,2,2,3
E01003388,4,3,5,5,5,1,5,3
E01003389,4,5,5,6,4,2,3,3
E01003390,2,2,3,4,4,3,3,3
E01003391,2,1,2,4,5,5,1,5
E01003392,6,6,8,6,8,1,5,3
E01003393,7,7,8,7,6,6,4,2
E01003394,6,5,7,7,7,4,5,3
E01003395,7,6,8,7,9,3,6,5
E01003396,7,6,8,8,9,5,6,2
E01003397,7,5,6,8,9,6,5,3
E01003398,6,6,7,7,8,4,5,3
E01003399,8,9,9,10,7,9,2,5
E01003400,9,10,10,10,10,4,7,3
E01003401,10,9,10,10,10,9,6,5
E01003402,10,10,10,10,10,9,7,3
E01003403,10,10,10,10,10,9,5,3
E01003404,8,8,10,10,8,9,2,5
E01003405,4,3,4,4,6,3,4,4
E01003406,4,3,5,5,6,5,2,5
E01003407,7,6,9,8,8,7,3,4
E01003408,7,7,8,9,7,5,5,3
E01003409,4,3,4,4,6,5,4,2
E01003410,4,3,4,5,6,8,3,4
E01003411,6,5,6,6,7,4,4,4
E01003412,4,4,4,5,6,3,3,5
E01003413,6,6,6,6,8,4,5,3
E01003414,7,6,7,6,9,3,6,4
E01003415,5,4,5,6,4,5,7,3
E01003416,7,6,6,6,7,4,6,5
E01003417,8,8,8,6,9,5,8,5
E01003418,9,10,9,6,9,7,8,5
E01003419,7,8,8,6,8,7,5,3
E01003420,8,8,9,6,8,7,6,4
E01003421,8,6,7,8,8,7,7,7
E01003422,8,8,8,7,8,5,8,6
E01003423,10,9,9,10,10,10,7,3
E01003424,10,10,10,10,10,8,9,4
E01003425,10,10,10,10,10,8,8,4
E01003426,8,8,9,10,10,2,7,3
E01003427,7,5,8,9,9,6,4,2
E01003428,8,8,9,10,8,9,5,2
E01003429,7,5,6,6,9,7,5,4
E01003430,3,2,3,5,6,4,1,5
E01003431,3,3,3,5,5,4,2,3
E01003432,2,1,2,4,3,2,2,3
E01003433,6,4,6,7,8,3,5,4
E01003434,7,6,6,7,9,6,6,3
E01003435,6,4,6,6,9,3,6,2
E01003436,4,3,4,5,6,4,2,3
E01003437,6,5,6,7,7,4,4,3
E01003438,3,3,3,4,6,4,4,2
E01003439,3,3,5,5,6,2,3,1
E01003440,4,3,4,6,7,5,4,4
E01003441,4,3,4,5,5,5,3,5
E01003442,10,10,10,10,10,10,3,6
E01003443,10,10,10,10,10,7,9,4
E01003444,10,10,10,10,10,7,8,3
E01003445,8,7,8,10,9,5,4,4
E01003446,8,7,8,10,9,7,5,3
E01003447,4,3,4,7,4,5,2,4
E01003448,4,4,4,5,6,5,4,1
E01003449,5,4,6,6,6,4,5,2
E01003450,3,3,3,4,5,4,5,2
E01003451,7,7,8,6,8,4,6,3
E01003452,3,3,3,5,6,6,2,3
E01003453,4,4,4,5,7,3,5,2
E01003454,10,8,9,10,9,9,7,5
E01003455,8,6,8,10,7,6,5,3
E01003456,7,7,5,10,8,5,6,3
E01003457,10,10,10,10,9,8,9,2
E01003458,9,9,10,10,9,7,7,3
E01003459,6,4,5,8,5,6,6,6
E01003460,8,7,9,10,10,5,4,5
E01003461,10,10,10,10,10,7,7,5
E01003462,9,9,10,10,10,9,3,5
E01003463,10,10,10,10,10,9,5,4
E01003464,9,10,10,10,9,8,3,5
E01003465,10,10,10,10,10,5,6,5
E01003466,10,9,10,10,10,8,7,5
E01003467,9,8,8,10,10,8,6,5
E01003468,10,10,10,10,10,8,8,4
E01003469,6,5,7,8,9,6,2,4
E01003470,8,6,9,9,10,7,4,3
E01003471,9,7,9,10,9,6,4,5
E01003472,10,10,10,10,10,9,10,3
E01003473,10,9,10,10,10,7,8,3
E01003474,10,10,10,10,10,6,7,4
E01003475,6,5,8,9,9,4,3,1
E01003476,7,6,7,10,8,6,5,4
E01003477,9,8,8,10,8,6,7,4
E01003478,9,9,9,10,9,8,9,3
E01003479,3,4,4,6,8,2,1,4
E01003480,4,4,6,4,7,5,1,5
E01003481,3,4,4,5,4,7,1,6
E01003482,3,5,7,6,6,3,1,1
E01003483,2,2,3,4,4,3,1,6
E01003484,4,4,6,6,6,5,1,5
E01003485,4,4,6,6,6,2,1,5
E01003486,1,1,1,3,3,1,1,5
E01003487,2,1,1,3,3,5,1,6
E01003488,2,1,2,4,4,3,1,5
E01003489,2,2,4,4,5,3,1,4
E01003490,3,2,5,4,6,4,1,3
E01003491,3,3,5,6,7,3,1,1
E01003492,4,5,7,4,6,4,1,1
E01003493,3,4,5,5,7,4,1,3
E01003494,5,5,7,5,9,5,1,2
E01003495,5,5,7,6,8,7,1,2
E01003496,3,3,3,6,6,4,1,6
E01003497,2,3,4,4,4,2,1,4
E01003498,3,3,4,5,4,2,1,5
E01003499,2,2,3,4,3,2,1,2
E01003500,2,3,3,5,4,3,1,3
E01003501,2,2,3,4,5,2,1,4
E01003502,2,2,4,4,5,1,1,2
E01003503,2,2,2,5,4,1,1,3
E01003506,1,1,2,4,2,2,1,4
E01003507,2,3,4,4,4,2,1,1
E01003508,2,3,4,4,4,1,1,2
E01003509,2,3,3,4,4,3,1,1
E01003511,2,3,4,4,3,2,1,5
E01003512,2,3,3,4,4,2,1,4
E01003513,4,5,7,7,7,4,1,5
E01003514,2,3,2,4,3,4,1,5
E01003515,1,1,2,4,2,1,1,4
E01003516,2,2,2,3,3,4,1,3
E01003517,1,1,2,5,1,1,1,4
E01003518,4,5,6,6,7,6,1,5
E01003519,3,3,5,4,5,5,1,4
E01003520,3,4,6,6,8,1,1,4
E01003521,3,5,8,6,8,1,1,1
E01003522,3,3,5,5,5,4,1,2
E01003523,3,3,4,5,5,3,1,3
E01003524,3,4,5,4,8,5,1,1
E01003525,3,4,7,5,9,1,1,1
E01003526,3,3,5,5,5,4,1,2
E01003527,5,6,7,6,8,5,1,2
E01003528,3,2,4,5,7,6,1,5
E01003529,4,4,6,6,8,6,1,3
E01003530,4,4,6,6,8,6,1,4
E01003531,3,3,5,6,7,2,1,3
E01003532,4,4,6,7,8,3,1,2
E01003533,3,3,5,5,6,4,1,2
E01003534,4,4,6,5,8,6,1,2
E01003535,2,2,2,3,3,3,1,3
E01003536,3,3,4,4,6,3,1,3
E01003537,4,4,6,6,5,5,1,2
E01003538,3,3,4,4,5,3,1,3
E01003539,3,3,5,5,6,3,1,3
E01003540,2,2,3,4,3,3,1,2
E01003541,3,4,6,5,7,3,1,3
E01003542,3,2,3,4,5,4,1,3
E01003543,4,4,5,7,6,5,1,4
E01003544,3,4,6,5,5,2,1,2
E01003545,3,4,5,6,5,3,1,4
E01003546,2,2,4,5,4,2,1,4
E01003547,5,5,5,7,8,6,1,4
E01003548,4,5,7,6,8,4,1,3
E01003549,4,4,5,6,6,4,1,4
E01003550,3,3,5,6,7,6,1,2
E01003551,2,3,4,7,2,3,1,3
E01003552,3,3,4,5,6,4,1,2
E01003553,2,2,3,6,3,2,1,2
E01003554,4,5,7,7,6,3,1,3
E01003555,4,4,6,7,6,2,1,2
E01003556,2,2,3,4,4,1,1,2
E01003557,2,2,3,7,4,1,1,2
E01003558,2,2,4,4,4,1,1,2
E01003559,5,5,7,8,6,4,1,3
E01003560,3,3,4,4,7,6,1,3
E01003561,4,4,6,5,8,4,1,4
E01003562,4,4,6,5,8,5,1,2
E01003563,3,3,5,4,8,6,1,3
E01003564,3,3,5,6,6,4,1,3
E01003565,4,3,7,6,5,5,1,3
E01003566,3,3,5,5,6,2,1,2
E01003567,3,2,4,4,5,4,1,3
E01003568,4,4,5,6,6,5,1,3
E01003569,3,3,6,6,7,2,1,3
E01003570,3,3,5,4,5,2,1,2
E01003571,3,3,5,5,5,5,1,4
E01003572,3,3,4,5,6,5,1,4
E01003573,3,4,5,5,4,6,1,3
E01003574,3,3,5,5,6,5,1,2
E01003575,3,3,4,4,7,4,1,4
E01003576,2,2,3,4,4,2,1,3
E01003577,2,2,2,4,3,3,1,3
E01003578,4,4,7,4,6,3,1,2
E01003579,3,4,5,3,6,5,1,2
E01003580,3,3,4,4,6,4,1,2
E01003581,3,4,6,4,7,5,1,3
E01003582,3,3,4,4,6,5,1,3
E01003583,3,3,5,4,5,6,1,2
E01003584,3,3,4,6,6,2,1,3
E01003585,3,4,6,4,6,4,1,3
E01003586,3,3,5,5,5,4,1,2
E01003587,3,3,5,6,7,4,1,4
E01003588,3,3,5,5,5,6,1,3
E01003589,3,3,6,5,6,4,1,4
E01003590,2,2,3,5,3,2,1,4
E01003591,2,2,4,4,6,4,1,2
E01003592,2,3,4,6,3,3,1,2
E01003593,3,2,3,5,4,6,1,4
E01003594,3,3,4,6,5,5,1,4
E01003595,3,3,4,5,4,6,1,3
E01003596,4,4,6,5,5,5,1,4
E01003597,4,3,6,5,7,5,1,4
E01003598,3,2,3,5,5,7,1,5
E01003599,3,3,4,4,6,3,1,4
E01003600,2,2,3,4,4,3,1,4
E01003601,2,2,3,4,4,2,1,2
E01003602,4,4,5,5,5,3,1,3
E01003603,4,4,7,6,7,5,1,2
E01003604,2,3,4,4,4,2,1,2
E01003605,3,3,4,4,7,5,1,2
E01003606,3,4,5,5,7,2,1,2
E01003607,3,3,4,6,5,3,1,3
E01003608,4,5,8,7,7,2,1,1
E01003609,4,4,6,7,5,5,1,6
E01003611,3,2,3,5,4,8,1,6
E01003615,3,3,5,6,4,5,1,3
E01003616,3,3,5,5,4,2,1,3
E01003617,3,4,6,7,7,1,1,1
E01003618,3,5,7,7,7,1,1,1
E01003619,2,3,4,7,3,2,1,2
E01003621,4,4,7,4,7,6,1,4
E01003622,2,3,4,4,5,2,1,3
E01003623,3,3,4,4,5,4,1,4
E01003624,3,3,3,4,5,4,1,4
E01003625,3,4,5,5,7,3,1,2
E01003626,4,5,6,7,5,5,1,2
E01003627,3,3,5,5,5,5,1,3
E01003628,5,5,7,7,7,4,1,3
E01003629,3,3,6,5,7,6,1,1
E01003630,3,2,4,5,6,4,1,4
E01003631,3,3,5,5,6,4,1,2
E01003632,5,5,6,6,8,6,1,3
E01003633,2,2,2,4,4,3,1,5
E01003634,3,3,3,4,4,5,1,5
E01003635,4,4,5,7,8,1,1,4
E01003636,3,2,4,5,5,2,1,5
E01003637,4,5,7,7,6,4,1,3
E01033574,6,10,10,9,5,6,1,2
E01033575,5,10,10,9,4,5,1,1
E01033576,4,5,9,8,6,2,1,2
E01033577,5,5,7,6,7,6,1,6
E01033578,3,6,8,6,5,5,1,1
E01033579,5,8,10,8,6,4,1,1
E01033580,8,10,10,9,7,7,1,6
E01033581,2,3,4,6,3,2,1,5
E01033582,6,9,10,8,8,5,1,4
E01033583,3,4,8,7,7,1,1,2
E01033584,2,1,3,4,3,1,1,5
E01033585,2,2,2,5,4,1,1,2
E01033586,2,3,4,7,5,4,1,1
E01003638,5,4,5,7,9,6,3,5
E01003639,5,4,5,6,7,4,2,5
E01003640,5,6,7,7,9,2,2,3
E01003641,6,5,7,7,9,5,4,4
E01003642,6,4,5,7,9,5,3,5
E01003643,7,7,8,8,8,5,4,4
E01003644,7,6,7,7,10,5,3,6
E01003645,5,5,8,8,5,5,3,1
E01003646,7,6,8,8,10,4,3,4
E01003647,7,6,8,8,10,3,4,4
E01003648,9,7,9,8,9,7,7,6
E01003649,8,6,8,9,9,8,4,6
E01003650,6,4,5,8,7,5,4,5
E01003651,7,6,8,10,9,4,3,5
E01003652,9,7,8,9,10,6,6,6
E01003653,6,6,7,8,10,3,3,4
E01003654,5,4,5,7,7,3,4,4
E01003655,8,7,8,9,9,3,6,5
E01003656,3,3,3,4,6,2,2,4
E01003657,7,7,6,6,10,4,4,6
E01003658,4,3,4,5,6,4,3,6
E01003659,8,7,8,7,9,5,5,4
E01003660,9,10,10,7,10,8,4,5
E01003661,5,4,5,7,5,4,5,5
E01003662,5,4,6,7,7,3,3,4
E01003663,6,4,7,7,8,6,4,5
E01003664,6,4,5,7,9,8,4,4
E01003665,7,6,7,6,9,7,6,5
E01003666,5,3,4,7,8,7,3,4
E01003668,8,8,9,9,9,4,6,4
E01003669,9,10,10,10,10,6,7,3
E01003670,8,7,8,9,10,8,3,5
E01003671,10,10,10,10,10,7,8,6
E01003672,6,4,6,8,6,6,4,3
E01003673,8,9,9,10,10,6,3,1
E01003674,8,8,9,10,8,6,4,4
E01003675,6,6,9,9,9,1,4,3
E01003676,8,7,7,9,9,6,6,5
E01003677,8,7,9,8,9,6,3,5
E01003678,8,7,9,9,10,5,3,6
E01003679,8,7,9,9,9,6,5,5
E01003680,9,7,9,7,10,7,5,6
E01003681,6,4,7,8,9,4,2,4
E01003682,9,7,10,9,10,4,6,5
E01003683,5,4,5,5,9,5,3,3
E01003684,5,3,6,6,9,6,3,4
E01003685,5,3,6,6,8,4,2,4
E01003686,4,4,4,5,8,1,2,2
E01003688,4,3,5,4,7,3,1,4
E01003689,3,3,5,6,5,1,2,2
E01003690,5,5,8,8,8,1,3,3
E01003691,7,5,7,8,8,6,4,4
E01003692,6,5,6,8,10,5,4,4
E01003693,6,5,7,7,9,3,5,5
E01003694,6,4,7,8,10,3,4,4
E01003695,4,3,4,8,7,4,3,3
E01003696,7,5,8,9,10,7,3,5
E01003697,5,5,7,9,9,2,2,3
E01003698,6,7,7,5,9,3,6,3
E01003699,7,6,8,5,8,5,3,6
E01003700,5,5,5,5,7,4,5,3
E01003701,6,6,7,6,8,2,4,3
E01003702,6,5,7,6,8,4,3,4
E01003703,6,6,7,6,10,6,2,7
E01003704,5,4,5,6,7,5,4,4
E01003705,6,5,7,6,10,3,5,5
E01003706,6,4,5,6,8,7,4,6
E01003707,6,4,6,7,9,4,5,5
E01003708,3,2,2,5,5,5,2,5
E01003709,8,7,8,7,9,6,6,5
E01003710,8,7,8,6,9,5,6,6
E01003711,6,5,6,7,7,3,3,5
E01003712,2,1,1,5,4,5,1,6
E01003713,6,4,6,6,8,6,3,4
E01003714,5,4,5,7,8,4,4,3
E01003715,5,4,6,6,9,3,3,4
E01003716,4,4,5,7,7,1,4,3
E01003718,5,4,6,7,8,3,3,3
E01003719,4,3,5,7,8,1,3,3
E01003720,3,2,3,3,4,5,3,4
E01003721,5,5,5,5,7,4,2,6
E01003722,4,3,4,4,7,4,2,6
E01003723,3,3,3,3,7,2,3,4
E01003724,5,5,5,5,8,4,2,6
E01003725,4,3,3,3,7,3,3,6
E01003726,3,2,2,4,6,4,1,5
E01003727,3,3,3,3,5,3,4,5
E01003728,3,4,6,7,8,1,1,1
E01003729,3,2,4,5,6,2,1,2
E01003730,4,3,4,4,9,4,2,4
E01003731,4,2,4,5,8,3,2,4
E01003732,2,2,3,5,3,5,1,5
E01003733,4,3,5,5,8,4,2,2
E01003734,4,3,5,5,8,3,3,5
E01003735,2,1,2,4,5,6,1,7
E01003736,4,3,4,5,6,3,2,4
E01003737,6,5,7,7,10,3,3,5
E01003738,7,5,7,7,10,5,3,5
E01003739,5,3,5,7,8,3,3,5
E01003740,5,5,6,6,9,2,3,5
E01003741,6,5,6,7,9,4,3,3
E01003742,6,4,8,5,9,5,4,6
E01003743,5,4,5,5,7,3,3,5
E01003744,9,8,9,8,10,6,3,7
E01003745,10,10,10,10,10,5,4,5
E01003746,10,10,10,10,10,8,8,5
E01003747,9,9,10,10,10,6,6,5
E01003748,10,10,9,10,10,6,7,5
E01003749,9,8,8,10,8,5,7,4
E01003750,7,6,7,9,9,4,4,4
E01003751,6,5,5,7,9,5,3,5
E01003752,7,5,7,9,10,6,2,6
E01003753,7,6,9,8,10,7,3,2
E01003754,7,5,7,8,9,7,4,4
E01003755,6,4,7,7,10,5,4,4
E01003756,6,4,6,8,8,5,4,3
E01003757,5,4,5,6,9,4,2,4
E01003758,5,3,4,6,7,4,2,6
E01003759,10,10,10,10,10,6,6,5
E01003760,6,6,8,8,10,3,2,4
E01003761,2,1,2,3,5,7,1,2
E01003762,7,7,8,8,10,5,2,3
E01003763,7,8,10,8,10,4,2,4
E01003764,7,7,8,8,9,3,5,2
E01003765,9,8,10,8,10,5,6,3
E01003766,5,4,6,5,8,3,3,3
E01003767,4,4,6,6,7,2,2,2
E01003768,3,2,4,5,5,3,2,3
E01003769,4,4,5,7,6,3,2,2
E01003770,6,5,6,8,9,2,2,7
E01003771,6,4,6,6,8,6,3,6
E01003772,6,4,5,7,8,6,4,4
E01003773,6,5,7,8,9,3,3,5
E01003774,8,8,8,10,9,5,5,4
E01003775,9,9,9,10,10,4,5,5
E01003776,4,3,4,6,3,7,2,6
E01003777,9,9,10,10,10,3,7,3
E01003778,8,8,10,10,9,5,6,2
E01003779,7,5,6,8,6,8,5,3
E01003780,10,10,10,10,10,6,5,5
E01003781,6,4,6,9,9,3,3,5
E01003782,4,4,6,6,9,2,2,2
E01003783,2,2,3,7,6,1,1,3
E01003784,5,4,5,7,8,4,2,4
E01003785,4,3,5,7,8,2,1,4
E01003786,7,5,7,9,9,6,3,5
E01003787,6,5,6,8,9,5,3,3
E01003788,4,4,4,6,6,3,1,3
E01003789,8,9,10,10,10,4,4,2
E01003790,6,5,5,10,7,5,3,4
E01003791,6,9,9,9,10,1,3,3
E01003792,7,8,8,10,9,2,6,3
E01003793,4,3,4,6,5,4,2,3
E01003794,9,8,8,9,10,7,5,5
E01003795,9,10,9,10,10,3,4,4
E01003796,8,8,9,10,10,4,3,5
E01032581,3,3,4,4,7,2,2,4
E01033589,6,8,9,8,9,4,1,2
E01033590,6,4,6,6,7,6,3,6
E01033591,3,3,3,5,6,2,2,2
E01033592,6,4,6,8,9,5,2,6
E01003797,9,10,10,10,10,5,9,2
E01003798,9,7,7,10,10,7,8,5
E01003799,9,10,10,10,10,4,9,2
E01003800,7,5,7,8,9,6,6,3
E01003801,10,10,10,10,10,8,8,4
E01003802,10,10,10,9,10,8,6,4
E01003803,4,3,3,6,6,7,4,4
E01003804,10,9,9,10,10,9,7,3
E01003805,10,10,10,10,10,7,8,4
E01003806,9,10,10,10,10,2,7,2
E01003807,9,7,8,10,10,8,8,3
E01003808,9,8,9,10,10,8,9,3
E01003809,9,10,10,10,10,6,10,2
E01003810,9,8,7,10,10,6,8,5
E01003811,10,9,10,10,10,8,9,3
E01003812,9,8,8,10,9,7,6,5
E01003813,10,10,9,10,10,7,8,5
E01003814,8,7,7,10,9,7,6,5
E01003815,8,6,9,10,9,8,7,3
E01003816,7,8,7,8,10,3,2,5
E01003817,8,7,8,10,10,2,6,4
E01003818,9,7,9,10,10,5,8,7
E01003819,3,2,2,5,5,4,4,5
E01003820,7,6,5,7,10,8,7,6
E01003821,10,10,10,10,10,8,5,4
E01003822,10,10,10,10,10,6,9,6
E01003823,9,10,10,10,10,4,4,4
E01003824,10,9,9,10,10,7,10,5
E01003825,10,10,10,10,10,9,9,6
E01003826,4,3,3,6,5,5,6,5
E01003827,9,7,7,9,10,6,7,5
E01003828,9,9,9,10,10,6,5,6
E01003829,3,3,3,5,4,4,3,5
E01003830,8,7,7,10,10,7,5,4
E01003831,8,8,9,9,9,2,4,6
E01003832,2,2,1,3,3,4,2,7
E01003833,6,5,5,7,8,5,3,7
E01003834,9,9,9,10,9,6,6,4
E01003835,10,10,10,10,10,6,9,4
E01003836,7,6,5,9,8,5,6,5
E01003837,9,8,8,10,10,4,5,6
E01003838,9,8,9,10,10,7,7,3
E01003839,7,5,6,9,10,5,5,4
E01003840,6,5,6,8,10,5,3,4
E01003841,4,3,4,4,5,5,2,4
E01003842,5,4,4,5,6,4,6,3
E01003843,6,5,5,6,10,7,4,5
E01003844,8,8,7,9,9,4,8,4
E01003845,8,8,7,7,10,5,6,5
E01003846,10,10,10,10,10,7,10,3
E01003847,9,9,10,10,10,6,7,3
E01003848,7,7,7,9,10,4,6,2
E01003849,9,8,7,10,10,5,9,3
E01003851,10,10,10,10,10,4,9,3
E01003852,7,7,8,10,10,1,5,2
E01003853,7,6,6,9,9,5,7,4
E01003854,9,8,9,10,10,4,8,4
E01003855,5,3,4,7,8,5,5,5
E01003856,9,8,9,10,10,7,8,4
E01003857,10,9,9,10,10,8,8,4
E01003858,10,10,10,10,10,7,10,3
E01003859,9,9,10,10,10,5,9,3
E01003860,8,8,8,10,10,4,6,3
E01003861,9,7,9,10,10,5,5,4
E01003862,5,5,5,9,8,3,5,2
E01003863,5,4,4,10,8,4,7,2
E01003864,9,9,9,10,10,6,5,4
E01003865,7,6,7,10,9,6,4,4
E01003866,10,10,10,10,10,8,10,3
E01003867,7,7,7,10,9,4,4,3
E01003868,10,10,10,10,10,5,10,3
E01003869,10,10,10,10,10,6,7,4
E01003870,10,10,10,10,10,6,7,3
E01003871,10,9,10,10,10,7,9,3
E01003872,9,9,10,10,10,3,8,3
E01003873,9,9,10,10,10,4,7,3
E01003874,10,10,10,10,10,8,7,3
E01003875,9,8,8,10,10,5,8,4
E01003876,9,10,10,10,10,5,6,3
E01003877,9,9,9,10,10,7,7,3
E01003878,5,3,3,8,7,5,5,6
E01003879,10,10,10,10,10,5,6,3
E01003880,9,9,10,10,10,6,10,3
E01003881,10,10,10,10,10,10,5,4
E01003882,9,10,9,10,10,7,9,3
E01003883,10,9,10,10,9,10,8,4
E01003884,10,9,9,10,10,5,9,5
E01003885,9,9,9,10,10,4,9,4
E01003886,10,10,10,10,10,8,9,5
E01003887,10,10,10,10,10,8,9,3
E01003888,7,5,5,9,7,9,6,5
E01003889,10,10,10,10,10,6,5,5
E01003890,9,9,10,10,10,9,5,3
E01003891,10,10,10,10,10,10,8,6
E01003892,10,10,10,10,10,8,6,5
E01003893,9,9,10,10,10,8,6,2
E01003894,10,10,10,10,10,6,9,3
E01003895,9,8,9,10,10,5,8,2
E01003896,9,10,10,10,10,5,7,2
E01003897,9,8,9,10,10,5,6,3
E01003898,9,7,9,10,9,6,9,3
E01003899,10,9,10,10,10,7,9,3
E01003900,5,4,4,7,6,3,4,4
E01003901,9,10,10,10,10,5,4,4
E01003902,10,9,9,10,10,8,9,3
E01003903,7,7,8,7,10,2,5,3
E01003904,8,7,7,10,9,6,4,4
E01003905,9,8,9,9,9,6,7,4
E01003906,7,6,7,8,9,7,7,2
E01003907,5,4,4,5,7,5,2,6
E01003908,9,9,10,10,10,4,7,4
E01003909,9,8,9,10,10,5,7,4
E01003910,9,9,9,9,10,7,4,5
